Date,Adj Close,Close,High,Low,Open,Volume,Ticker,title,sent_score,sent_label
18-11-2025,222.5500031,222.5500031,230.1999969,222.4199982,228.1000061,60608400,AMZN,Microsoft and Amazon Stocks Drop. This Analyst Downgrades Them ‘With a Heavy Heart.’ - Barron's,-0.2023,Negative
18-11-2025,222.5500031,222.5500031,230.1999969,222.4199982,228.1000061,60608400,AMZN,Why Amazon Stock Plummeted Today - The Motley Fool,-0.128,Negative
21-11-2025,220.6900024,220.6900024,222.2100067,215.1799927,216.3500061,68490500,AMZN,Amazon’s 2025 stock gains just got wiped out. Here’s how it could make a comeback. - MarketWatch,0.5859,Positive
21-11-2025,220.6900024,220.6900024,222.2100067,215.1799927,216.3500061,68490500,AMZN,Amazon And Google's 'OpenAI Dilemma' Sparks Debate On Wall Street After AI Cloud Deals - Investor's Business Daily,-0.1779,Negative
24-11-2025,226.2799988,226.2799988,227.3300018,222.2700043,222.5599976,54318400,AMZN,"Amazon’s stock is primed for a 40% rally, according to this bull who has named it his top pick - MarketWatch",0.3818,Positive
24-11-2025,226.2799988,226.2799988,227.3300018,222.2700043,222.5599976,54318400,AMZN,"Amazon to spend $50B on AI, Google & Broadcom stocks surge - Yahoo Finance",0.1779,Positive
24-11-2025,226.2799988,226.2799988,227.3300018,222.2700043,222.5599976,54318400,AMZN,My 2 Favorite Stocks to Buy Right Now - Yahoo Finance,0.7184,Positive
24-11-2025,226.2799988,226.2799988,227.3300018,222.2700043,222.5599976,54318400,AMZN,Amazon to invest up to $50 billion to expand AI and supercomputing infrastructure for US government agencies - About Amazon,0.7184,Positive
24-11-2025,226.2799988,226.2799988,227.3300018,222.2700043,222.5599976,54318400,AMZN,Amazon (NASDAQ: AMZN) Stock Price Prediction for 2025: Where Will It Be in 1 Year - 24/7 Wall St.,0.1779,Positive
24-11-2025,226.2799988,226.2799988,227.3300018,222.2700043,222.5599976,54318400,AMZN,"Amazon (AMZN) Stock Is Up, What You Need To Know - Yahoo Finance",0.1779,Positive
24-11-2025,226.2799988,226.2799988,227.3300018,222.2700043,222.5599976,54318400,AMZN,Amazon Stock Rises As Italy Expands Tax Investigation - Yahoo Finance,0.3612,Positive
24-11-2025,226.2799988,226.2799988,227.3300018,222.2700043,222.5599976,54318400,AMZN,Stocks set to win from thaw in China-U.S. relations — plus Amazon's new AI project - CNBC,0.8225,Positive
24-11-2025,226.2799988,226.2799988,227.3300018,222.2700043,222.5599976,54318400,AMZN,You Won't Believe Who's Stealing Market Share From Amazon - Yahoo Finance,0.8778,Positive
24-11-2025,226.2799988,226.2799988,227.3300018,222.2700043,222.5599976,54318400,AMZN,"Stock Movers: Novo Nordisk, Amazon, Tesla - Bloomberg.com",0.34,Positive
24-11-2025,226.2799988,226.2799988,227.3300018,222.2700043,222.5599976,54318400,AMZN,Amazon to invest up to $50B to build AI infrastructure for US government agencies - Fox Business,0.1779,Positive
24-11-2025,226.2799988,226.2799988,227.3300018,222.2700043,222.5599976,54318400,AMZN,My 2 Favorite Stocks to Buy Right Now - The Motley Fool,0.4767,Positive
25-11-2025,229.6699982,229.6699982,230.5200043,223.8000031,226.3800049,39306000,AMZN,Why Did Amazon Sell Its IonQ Stock? - The Motley Fool,-0.2593,Negative
25-11-2025,229.6699982,229.6699982,230.5200043,223.8000031,226.3800049,39306000,AMZN,Why Google's Challenge To Nvidia Is 'Intriguing' For Amazon's AI Chip Push - Investor's Business Daily,0.1531,Positive
25-11-2025,229.6699982,229.6699982,230.5200043,223.8000031,226.3800049,39306000,AMZN,"Ranking the Best ""Magnificent Seven"" Stocks to Buy for 2026. Here's My No. 5 Pick. - The Motley Fool",0.936,Positive
25-11-2025,229.6699982,229.6699982,230.5200043,223.8000031,226.3800049,39306000,AMZN,Amazon Stock Is Rising Monday -- Here's Why? - Yahoo Finance,0.3049,Positive
25-11-2025,229.6699982,229.6699982,230.5200043,223.8000031,226.3800049,39306000,AMZN,1 Growth Stock I'm Thankful for -- and the Unstoppable Stock I'm Buying Using the Lessons It Taught Me - Yahoo Finance,0.875,Positive
25-11-2025,229.6699982,229.6699982,230.5200043,223.8000031,226.3800049,39306000,AMZN,AMZN and GOOGL: Billionaire George Soros Pulls the Trigger on 2 ‘Magnificent 7’ Stocks - TipRanks,0,Neutral
25-11-2025,229.6699982,229.6699982,230.5200043,223.8000031,226.3800049,39306000,AMZN,Amazon’s Jassy sells $4.3m in AMZN stock - Investing.com,0,Neutral
25-11-2025,229.6699982,229.6699982,230.5200043,223.8000031,226.3800049,39306000,AMZN,"Retail earnings, the new AI leaders, Amazon's $50 billion investment and more in Morning Squawk - CNBC",0,Neutral
25-11-2025,229.6699982,229.6699982,230.5200043,223.8000031,226.3800049,39306000,AMZN,Is Amazon.com Stock Underperforming the Nasdaq? - Yahoo Finance,0,Neutral
25-11-2025,229.6699982,229.6699982,230.5200043,223.8000031,226.3800049,39306000,AMZN,"Andrew Jassy Sells 19,872 Shares of Amazon.com (NASDAQ:AMZN) Stock - MarketBeat",0.5267,Positive
26-11-2025,230.5700073,230.5700073,230.8099976,228.7700043,230.7400055,7888034,AMZN,"Top Analyst Tackles Amazon Stock (AMZN) Selloff, Assesses $15B Bond Raise - TipRanks",0.4939,Positive
26-11-2025,230.5700073,230.5700073,230.8099976,228.7700043,230.7400055,7888034,AMZN,"Earnings live: Kohl's stock soars 42% following Q3 earnings, Zscaler falls after hours, Dell rises - Yahoo Finance",0,Neutral
26-11-2025,230.5700073,230.5700073,230.8099976,228.7700043,230.7400055,7888034,AMZN,900 Reasons to Buy Amazon Stock Now - Barchart.com,0.34,Positive
26-11-2025,230.5700073,230.5700073,230.8099976,228.7700043,230.7400055,7888034,AMZN,Amazon Stock (NASDAQ: AMZN) Price Prediction and Forecast 2025-2030 for November 26 - 24/7 Wall St.,0.1779,Positive
26-11-2025,230.5700073,230.5700073,230.8099976,228.7700043,230.7400055,7888034,AMZN,Amazon (AMZN) Stock Rebound Anticipated Despite Recent Dip - GuruFocus,0.1779,Positive
26-11-2025,230.5700073,230.5700073,230.8099976,228.7700043,230.7400055,7888034,AMZN,"Amazon.com, Inc. $AMZN Stock Position Increased by UNIVEST FINANCIAL Corp - MarketBeat",0.4939,Positive
26-11-2025,230.5700073,230.5700073,230.8099976,228.7700043,230.7400055,7888034,AMZN,"Wall Street Loves Broadcom, Oscar Health, and Amazon Stocks Today - 24/7 Wall St.",0.8689,Positive
26-11-2025,230.5700073,230.5700073,230.8099976,228.7700043,230.7400055,7888034,AMZN,Amazon: Better But Still Losing Ground (Rating Upgrade) (NASDAQ:AMZN) - Seeking Alpha,-0.1655,Negative
26-11-2025,230.5700073,230.5700073,230.8099976,228.7700043,230.7400055,7888034,AMZN,"Amazon.com, Inc. $AMZN Shares Bought by IFG Advisory LLC - MarketBeat",0.5267,Positive
26-11-2025,230.5700073,230.5700073,230.8099976,228.7700043,230.7400055,7888034,AMZN,"Terril Brothers Inc. Buys Shares of 1,250 Amazon.com, Inc. $AMZN - MarketBeat",0.5267,Positive
26-11-2025,230.5700073,230.5700073,230.8099976,228.7700043,230.7400055,7888034,AMZN,"Pinnacle Associates Ltd. Has $116.21 Million Stock Position in Amazon.com, Inc. $AMZN - MarketBeat",0,Neutral
26-11-2025,230.5700073,230.5700073,230.8099976,228.7700043,230.7400055,7888034,AMZN,"GAM Holding AG Sells 92,260 Shares of Amazon.com, Inc. $AMZN - MarketBeat",0.5267,Positive
26-11-2025,230.5700073,230.5700073,230.8099976,228.7700043,230.7400055,7888034,AMZN,"Linscomb Wealth Inc. Purchases 2,619 Shares of Amazon.com, Inc. $AMZN - MarketBeat",0.8689,Positive
26-11-2025,230.5700073,230.5700073,230.8099976,228.7700043,230.7400055,7888034,AMZN,Stock Market Live November 26: S&P (SPY) Flat Ahead of Thanksgiving - 24/7 Wall St.,0,Neutral
26-11-2025,230.5700073,230.5700073,230.8099976,228.7700043,230.7400055,7888034,AMZN,"Lockheed Martin Investment Management Co. Sells 43,800 Shares of Amazon.com, Inc. $AMZN - MarketBeat",0.5267,Positive
26-11-2025,230.5700073,230.5700073,230.8099976,228.7700043,230.7400055,7888034,AMZN,"Savoir Faire Capital Management L.P. Purchases 24,680 Shares of Amazon.com, Inc. $AMZN - MarketBeat",0.5267,Positive
26-11-2025,230.5700073,230.5700073,230.8099976,228.7700043,230.7400055,7888034,AMZN,"FWG Investments LLC. Purchases Shares of 2,899 Amazon.com, Inc. $AMZN - MarketBeat",0.5267,Positive
26-11-2025,230.5700073,230.5700073,230.8099976,228.7700043,230.7400055,7888034,AMZN,"Mesirow Financial Investment Management Inc. Purchases 3,482 Shares of Amazon.com, Inc. $AMZN - MarketBeat",0.5267,Positive
20-11-2025,180.6399994,180.6399994,196,179.8500061,195.9499969,343504800,NVDA,Nvidia Stock Gives Back Gains After Earnings. Where Shares Could Go Next. - Barron's,0.802,Positive
20-11-2025,180.6399994,180.6399994,196,179.8500061,195.9499969,343504800,NVDA,"Nvidia stock closes nearly 3% lower, wiping out post-earnings rally - CNBC",-0.5267,Negative
21-11-2025,178.8800049,178.8800049,184.5599976,172.9299927,181.2400055,346926200,NVDA,"Nvidia Stock Couldn’t Save the Market, But It Could Be a Buy - Barron's",0.7506,Positive
24-11-2025,182.5500031,182.5500031,183.5,176.4799957,179.4900055,256618300,NVDA,Nvidia Stock Rises. What’s Giving It a Boost Today. - Barron's,0.8481,Positive
24-11-2025,182.5500031,182.5500031,183.5,176.4799957,179.4900055,256618300,NVDA,Nvidia Stock Rises. Why It’s Getting a Double China Boost. - Barron's,0.4019,Positive
24-11-2025,182.5500031,182.5500031,183.5,176.4799957,179.4900055,256618300,NVDA,"Here are Monday's biggest analyst calls: Nvidia, Apple, Tesla, Ferrari, Carvana, Eli Lilly, Amazon, Walmart & more - CNBC",0.34,Positive
24-11-2025,182.5500031,182.5500031,183.5,176.4799957,179.4900055,256618300,NVDA,Nvidia didn’t save the market. What’s next for the AI trade? - Yahoo Finance,0.787,Positive
24-11-2025,182.5500031,182.5500031,183.5,176.4799957,179.4900055,256618300,NVDA,Nvidia Stock’s $5 Trillion Taiwan Risk - Forbes,-0.2732,Negative
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,Nvidia stock falls 4% on report Meta will use Google AI chips - CNBC,-0.7149,Negative
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,"Dow closes up more than 650 points, posting 3-day winning streak, as hopes for December rate cut grow - CNBC",0.8481,Positive
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,"Stock market today: Dow, S&P 500, Nasdaq rally for 3rd day as Fed rate cut hopes grow, Apple and Alphabet notch records - Yahoo Finance",0.34,Positive
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,Jim Cramer calls Nvidia's stock slide a buying opportunity — here's why - CNBC,0.6808,Positive
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,Nvidia name-checks Michael Burry in secret memo pushing back on AI bubble allegations - CNBC,0,Neutral
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,Nvidia Slams Michael Burry's Claims of an AI Bubble and Faulty Accounting - Yahoo Finance,-0.5574,Negative
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,Nvidia or AMD: Cathie Wood Trims One Top AI Chip Stock as She Bets on Another - TipRanks,0.3818,Positive
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,Nvidia is so spooked by Google’s sudden AI comeback that it’s posting on X to defend itself - Fortune,0,Neutral
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,Nvidia Says It’s Not Enron in Private Memo Refuting Accounting Questions - Barron's,0,Neutral
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,Nvidia and other big chipmaker stocks are tanking as AI competition from Google heats up - Business Insider,0,Neutral
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,Nvidia's Business Is Booming. Its Stock Is Falling. What Gives? - Investopedia,-0.4098,Negative
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,Nvidia Stock Drops. Reported Meta Deal Shows Google Threat Isn’t Going Away. - Barron's,-0.7783,Negative
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,Nvidia Stock Drops on Rumored Google–Meta Chip Deal. Should Investors Be Worried? - The Motley Fool,-0.6848,Negative
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,Why Google’s AI Wins Are Bad News for Nvidia Stock and the AI Trade - Barron's,0.1027,Positive
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,Why Nvidia Stock Just Crashed - The Motley Fool,-0.4404,Negative
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,"Nvidia & AMD stocks fall on Meta news, Kohl's stock skyrockets - Yahoo Finance",0,Neutral
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,"Cramer says Nvidia selloff is overdone and driven by fear, not fundamentals - CNBC",-0.7506,Negative
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,Nvidia Dives As Rival Makes Bid For AI Crown: Is Nvidia A Buy Or Sell Now? - Investor's Business Daily,0,Neutral
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,Nvidia Sinks After Threat From Alphabet Emerges -- Is the Stock a Buy Now? - The Motley Fool,-0.8818,Negative
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,Stocks Waver At Key Level; Nvidia Falls On Google AI News - Investor's Business Daily,0,Neutral
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,6 Stocks to Sell Before the End of the Year - Morningstar,0,Neutral
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,Prediction: This Stock Can Outperform Nvidia in 2026 - The Motley Fool,-0.4404,Negative
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,Prediction: This Will Be Nvidia's Stock Price 12 Months From Now - The Motley Fool,-0.4404,Negative
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,Nvidia Stock Falls on Report Google Is Stepping Up AI Chip Rivalry - The Wall Street Journal,0,Neutral
25-11-2025,177.8200073,177.8200073,178.1600037,169.5500031,174.9100037,319741500,NVDA,"Evercore Lifts Nvidia (NVDA) Target, Says It Remains the ‘AI Ecosystem of Choice’ - Yahoo Finance",0,Neutral
26-11-2025,179.736496,179.736496,182.9100037,178.2400055,181.6300049,64198006,NVDA,Nvidia’s Stock Is Sinking as Doubts About Its AI Dominance Grow - Bloomberg.com,-0.2023,Negative
26-11-2025,179.736496,179.736496,182.9100037,178.2400055,181.6300049,64198006,NVDA,"Is This Quantum Chip Stock Set to Surge 22,660% Like Nvidia Did? - The Motley Fool",0.3899,Positive
26-11-2025,179.736496,179.736496,182.9100037,178.2400055,181.6300049,64198006,NVDA,Nvidia Stock Rebounds; Alphabet Slips - The Wall Street Journal,0,Neutral
26-11-2025,179.736496,179.736496,182.9100037,178.2400055,181.6300049,64198006,NVDA,Apple Stock Heads for Record as Big Tech Pecking Order Gets Reshuffled - Barron's,0,Neutral
26-11-2025,179.736496,179.736496,182.9100037,178.2400055,181.6300049,64198006,NVDA,Here’s Why Nvidia Dropped Tuesday—While Most Stocks Jumped - Forbes,0,Neutral
26-11-2025,179.736496,179.736496,182.9100037,178.2400055,181.6300049,64198006,NVDA,'Big Short' investor Michael Burry on why he's short-selling Nvidia stock - qz.com,0,Neutral
26-11-2025,179.736496,179.736496,182.9100037,178.2400055,181.6300049,64198006,NVDA,Nvidia and AMD: Maintain Fair Value Estimate Amid Reports of Meta’s Negotiations to Buy Google TPUs - Morningstar Canada,0.8126,Positive
26-11-2025,179.736496,179.736496,182.9100037,178.2400055,181.6300049,64198006,NVDA,Why One Analyst Says Nvidia Stock (NVDA) Isn’t a Buy - TipRanks,0,Neutral
26-11-2025,179.736496,179.736496,182.9100037,178.2400055,181.6300049,64198006,NVDA,Google Stock Hits All-Time High Price While Nvidia Is 'Delighted by Its Success' – Something Is Clearly Brewing - CCN.com,0.9607,Positive
26-11-2025,179.736496,179.736496,182.9100037,178.2400055,181.6300049,64198006,NVDA,Guess Who Just Bought Nvidia Stock? An Investor Who Favors Innovators and Leads a Fund That's Climbed 100% Over 3 Years. - The Motley Fool,0.163,Positive
26-11-2025,179.736496,179.736496,182.9100037,178.2400055,181.6300049,64198006,NVDA,'Big Short' investor Michael Burry says Nvidia's memo was 'disappointing' — and he's betting against it and Palantir - Business Insider,-0.7506,Negative
26-11-2025,179.736496,179.736496,182.9100037,178.2400055,181.6300049,64198006,NVDA,Nvidia Stock Falls Again as Google AI Chip Fears Grow. Don’t Worry. - Barron's,-0.8176,Negative
26-11-2025,179.736496,179.736496,182.9100037,178.2400055,181.6300049,64198006,NVDA,Investors ignore Nvidia in favor of a massive global rally in stocks - Fortune,0.1027,Positive
26-11-2025,179.736496,179.736496,182.9100037,178.2400055,181.6300049,64198006,NVDA,Google's TPUs Create Another Risk for Nvidia Stock - The Motley Fool,-0.4404,Negative
26-11-2025,179.736496,179.736496,182.9100037,178.2400055,181.6300049,64198006,NVDA,"Stock Market News, Nov. 25, 2025: Dow Rallies, Overcoming Nvidia Slump - The Wall Street Journal",0,Neutral
26-11-2025,179.736496,179.736496,182.9100037,178.2400055,181.6300049,64198006,NVDA,"Bernstein reiterates Outperform rating on Nvidia stock, maintains $275 price target - Investing.com",0,Neutral
26-11-2025,179.736496,179.736496,182.9100037,178.2400055,181.6300049,64198006,NVDA,Futures Rise After Market's Bullish Signal; What To Do Now - Investor's Business Daily,0,Neutral
25-11-2025,229.6699982,229.6699982,230.5200043,223.8000031,226.3800049,39306000,AMZN,1 Growth Stock I'm Thankful for -- and the Unstoppable Stock I'm Buying Using the Lessons It Taught Me - Yahoo Finance,0.875,Positive
